------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|Work ctr|Type|Group   |GrC|Material    |OpAc|Valid From|Valid to  |Change No.  |Prod.resources/tools  |Descr. of the production resource/tool  |   Quantity|Un.|Item|Cat|Grp1|Grp2|
|06900   |N   |50377553|1  |H202570HX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3005050          |PASS THRU GAUGE                         |     1.000 |PC | 300|E  |    |    |
|06900   |N   |50377553|1  |H202570HX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01016390 ZMD 000 00 |MDS for H202570hx1 Oper. 0100           |     1.000 |%  | 500|D  |    |    |
|06900   |N   |50377553|1  |H202570HX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01016623 ZOS 000 00 |OMS-h202570-gage use                    |     1.000 |PC | 515|D  |    |    |
|06900   |N   |50377553|1  |H202570HX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01016684 ZOS 000 00 |OMS-H202570 HOW TO LOAD PARTS           |     1.000 |PC | 525|D  |    |    |
|06900   |N   |50377553|1  |H202570HX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01017748 ZOS 000 00 |OMS PART STACKING                       |     1.000 |PC | 510|D  |    |    |
|06900   |N   |50377553|1  |H202570HX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01017780 ZDL 000 00 |DNL H202570 OP.0100                     |     1.000 |%  | 510|D  |    |    |
|06900   |N   |50377553|1  |H202570HX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3005051          |TEMPLATE PLASTIC                        |     1.000 |PC | 300|E  |    |    |
|06900   |N   |50377554|1  |H221379HX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5012226         |DIE, FORM PRC For H221379HX1/H236283HX1 |     1.000 |PC | 100|E  |    |    |
|06900   |N   |50377554|1  |H221379HX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3005050          |PASS THRU GAUGE                         |     1.000 |PC | 300|E  |    |    |
|06900   |N   |50377554|1  |H221379HX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01016524 ZDL 000 00 |DNL for H221379hx1 Oper. 0100           |     1.000 |%  | 510|D  |    |    |
|06900   |N   |50377554|1  |H221379HX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01016624 ZOS 000 00 |OMS-H221379-GAGE USE                    |     1.000 |PC | 515|D  |    |    |
|06900   |N   |50377554|1  |H221379HX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3005070          |TEMPLATE PLASTIC                        |     1.000 |PC | 300|E  |    |    |
|06900   |N   |50377554|1  |H221379HX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01017748 ZOS 000 00 |OMS PART STACKING                       |     1.000 |PC | 510|D  |    |    |
|06900   |N   |50377554|1  |H221379HX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01018408 ZMD 000 00 |MDS for H221379hx1 Oper. 0100           |     1.000 |%  | 500|D  |    |    |
|06900   |N   |50377554|1  |H221379HX1  |0100|04/05/2018|12/31/9999|AM2406MXPROD|RAK30                 |HX TIER RACK - 5.5'                     |   200.000 |PC |   4|M  |    |    |
|06900   |N   |50377554|1  |H221379HX1  |0100|04/05/2018|12/31/9999|AM2406MXPROD|RAK30                 |HX TIER RACK - 5.5'                     |   200.000 |PC |   1|M  |    |    |
|08472   |N   |50377556|1  |H203897HX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|RCG25                 |RETURNABLE CONTAINER 30X32X25           |   500.000 |PC |   1|M  |    |    |
|08472   |N   |50377556|1  |H203897HX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|RCG25                 |RETURNABLE CONTAINER 30X32X25           |   500.000 |PC |   4|M  |    |    |
|08472   |N   |50377556|1  |H203897HX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5012436         |DIE, PROG For H203897HX1                |     1.000 |PC | 100|E  |    |    |
|08472   |N   |50377556|1  |H203897HX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01016919 ZMD 000 00 |MDS for H203897 Oper 0100               |     1.000 |%  | 500|D  |    |    |
|08472   |N   |50377556|1  |H203897HX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3005120          |TEMPLATE STEEL                          |     1.000 |PC | 300|E  |    |    |
|08472   |N   |50377556|1  |H203897HX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|RCG25                 |RETURNABLE CONTAINER 30X32X25           |   500.000 |PC |  46|M  |    |    |
|04815   |N   |50377557|1  |H212228HX1  |0100|01/30/2019|12/31/9999|AN8730MXPROD|RCG34                 |RETURNABLE CONTAINER 30X32X34           |   100.000 |PC |   1|M  |    |    |
|04815   |N   |50377557|1  |H212228HX1  |0100|01/30/2019|12/31/9999|AN8730MXPROD|RCG34                 |RETURNABLE CONTAINER 30X32X34           |   100.000 |PC |   4|M  |    |    |
|04815   |N   |50377557|1  |H212228HX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5012437         |DIE, COMB'N For H212228HX1 & H212229    |     1.000 |PC | 100|E  |    |    |
|04815   |N   |50377557|1  |H212228HX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3005117          |TEMPLATE STEEL                          |     1.000 |PC | 300|E  |    |    |
|04815   |N   |50377557|1  |H212228HX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01016970 ZMD 000 00 |MDS for H212228HX1 op. 0100             |     1.000 |%  | 500|D  |    |    |
|04815   |N   |50377557|1  |H212228HX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01017805 ZOS 000 00 |OMS-H212228HX1 HOW TO USE GAGE          |     1.000 |PC | 510|D  |    |    |
|08000   |N   |50377565|1  |LVU21047    |0150|11/03/2014|12/31/9999|AI3735MXPROD|IMD15126              |CNTR, HOPPER                            | 3,500.000 |PC |   1|M  |    |    |
|08000   |N   |50377565|1  |LVU21047    |0150|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5012415         |DIE, PROG for LVU31392                  |     1.000 |PC | 100|E  |    |    |
|08000   |N   |50377565|1  |LVU21047    |0150|11/03/2014|12/31/9999|AI3735MXPROD|MX01016950 ZMD 000 00 |MDS for LVU21047 Oper 0150              |     1.000 |%  | 500|D  |    |    |
|08000   |N   |50377565|1  |LVU21047    |0150|11/03/2014|12/31/9999|AI3735MXPROD|IMD15534              |. PROTRACTOR,DIGITL                     |     1.000 |PC |3000|M  |    |    |
|08000   |N   |50377565|1  |LVU21047    |0150|11/03/2014|12/31/9999|AI3735MXPROD|IMD15536              |. 6" CALIPER,DIGITL W/SPC OUTPUT        |     1.000 |PC |3010|M  |    |    |
|08000   |N   |50377565|1  |LVU21047    |0150|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3005343          |PLUG GAGE DE SPECIAL                    |     1.000 |PC | 300|E  |    |    |
|08472   |N   |50377566|1  |LVU21389    |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5012420         |DIE, COMP'D For LVU21389                |     1.000 |PC | 100|E  |    |    |
|08472   |N   |50377566|1  |LVU21389    |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01016951 ZMD 000 00 |MDS for LVU21389 Oper 0100              |     1.000 |%  | 500|D  |    |    |
|08472   |N   |50377566|1  |LVU21389    |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15126              |CNTR, HOPPER                            | 2,500.000 |PC |   1|M  |    |    |
|04815   |N   |50377573|1  |LVU20332    |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15126              |CNTR, HOPPER                            |   700.000 |PC |   1|M  |    |    |
|04815   |N   |50377573|1  |LVU20332    |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5012416         |DIE, PROG For LVU20332                  |     1.000 |PC | 100|E  |    |    |
|04815   |N   |50377573|1  |LVU20332    |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01016978 ZMD 000 00 |MDS for LVU20332 Oper 0100              |     1.000 |%  | 500|D  |    |    |
|04815   |N   |50377573|1  |LVU20332    |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15534              |. PROTRACTOR,DIGITL                     |     1.000 |PC |3000|M  |    |    |
|04815   |N   |50377573|1  |LVU20332    |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15536              |. 6" CALIPER,DIGITL W/SPC OUTPUT        |     1.000 |PC |3010|M  |    |    |
|08632   |N   |50377575|1  |LVU21376    |0090|06/06/2017|12/31/9999|AK2699MXSPEC|IMD15128              |CNTR, LARGE TUB                         |   400.000 |PC |   1|M  |    |    |
|08148   |N   |50377575|1  |LVU21376    |0100|06/06/2017|12/31/9999|AK2699MXSPEC|IMD15128              |CNTR, LARGE TUB                         |   400.000 |PC |   1|M  |    |    |
|04815   |N   |50377576|1  |H212229     |0100|11/06/2014|12/31/9999|AI5107MXPROD|RCG34                 |RETURNABLE CONTAINER 30X32X34           |   125.000 |PC |   1|M  |    |    |
|04815   |N   |50377576|1  |H212229     |0100|11/06/2014|12/31/9999|AI5107MXPROD|RCG34                 |RETURNABLE CONTAINER 30X32X34           |   125.000 |PC |   4|M  |    |    |
|04815   |N   |50377576|1  |H212229     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5012437         |DIE, COMB'N For H212228HX1 & H212229    |     1.000 |PC | 100|E  |    |    |
|04815   |N   |50377576|1  |H212229     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01016997 ZMD 000 00 |MDS for H212229 Oper 0100               |     1.000 |%  | 500|D  |    |    |
|04815   |N   |50377576|1  |H212229     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3005117          |TEMPLATE STEEL                          |     1.000 |PC | 300|E  |    |    |
|04390   |N   |50377578|1  |LVU21378    |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15128              |CNTR, LARGE TUB                         |   200.000 |PC |   1|M  |    |    |
|04390   |N   |50377578|1  |LVU21378    |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5012423         |DIE, COMB'N For LVU21378                |     1.000 |PC | 100|E  |    |    |
|04390   |N   |50377578|1  |LVU21378    |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01017030 ZMD 000 00 |MDS for LVU21378 oper 0100              |     1.000 |%  | 500|D  |    |    |
|04390   |N   |50377578|1  |LVU21378    |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01018559 ZOS 000 00 |oms-lvu21378-quality                    |     1.000 |PC | 515|D  |    |    |
|04390   |N   |50377578|1  |LVU21378    |0100|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3006030          |PASS THROUGH GAGE                       |     1.000 |PC |3000|E  |    |    |
|04390   |N   |50377580|1  |H206714     |0100|11/03/2014|12/31/9999|AI3735MXPROD|RCG34                 |RETURNABLE CONTAINER 30X32X34           |   150.000 |PC |   1|M  |    |    |
|04390   |N   |50377580|1  |H206714     |0100|11/03/2014|12/31/9999|AI3735MXPROD|RCG34                 |RETURNABLE CONTAINER 30X32X34           |   150.000 |PC |   4|M  |    |    |
|04390   |N   |50377580|1  |H206714     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5012520         |DIE, COMB'N BLNK FRM For H206714        |     1.000 |PC | 100|E  |    |    |
|04390   |N   |50377580|1  |H206714     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3005130          |CHECKING FIXTURE                        |     1.000 |PC | 300|E  |    |    |
|04390   |N   |50377580|1  |H206714     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01017037 ZMD 000 00 |MDS for H206714 Oper 0100               |     1.000 |%  | 500|D  |    |    |
|04390   |N   |50377580|1  |H206714     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01017668 ZOS 000 00 |OMS H206714 BLANK STACKING              |     1.000 |PC | 510|D  |    |    |
|04390   |N   |50377580|1  |H206714     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3005280          |CHECKING FIXTURE                        |     1.000 |PC | 300|E  |    |    |
|04390   |N   |50377580|1  |H206714     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01017739 ZOS 000 00 |OMS-H206714 Process Gage                |     1.000 |PC | 520|D  |    |    |
|04390   |N   |50377580|1  |H206714     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01019606 ZOS 000 00 |OMS H206714 QUALITY CHECK PART          |     1.000 |PC | 530|D  |    |    |
|08635   |N   |50377580|1  |H206714     |0050|11/11/2019|12/31/9999|AP7454MXPROD|RCG34                 |RETURNABLE CONTAINER 30X32X34           |   150.000 |PC |   1|M  |    |    |
|08472   |N   |50377582|1  |M162578     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15126              |CNTR, HOPPER                            |   500.000 |PC |   1|M  |    |    |
|08472   |N   |50377582|1  |M162578     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5010080         |DIE, PROG For M162577/M162578           |     1.000 |PC | 100|E  |    |    |
|08472   |N   |50377582|1  |M162578     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3004335          |CHECKING FIXTURE                        |     1.000 |PC | 300|E  |    |    |
|08472   |N   |50377582|1  |M162578     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01014214 ZOS 000 00 |oms for gage 3004335                    |     1.000 |%  | 510|D  |    |    |
|08472   |N   |50377582|1  |M162578     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01017473 ZMD 000 00 |MDS for M162578 op. 0100                |     1.000 |%  | 500|D  |    |    |
|08472   |N   |50377582|1  |M162578     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01017521 ZOS 000 00 |OMS-M162577/578                         |     1.000 |PC | 520|D  |    |    |
|08472   |N   |50377582|1  |M162578     |0100|02/01/2018|12/31/9999|AL8670MXPROD|RCG34                 |RETURNABLE CONTAINER 30X32X34           |   500.000 |PC |  15|M  |    |    |
|08472   |N   |50377582|1  |M162578     |0100|02/01/2018|12/31/9999|AL8670MXPROD|RCG34                 |RETURNABLE CONTAINER 30X32X34           |   500.000 |PC |  16|M  |    |    |
|08472   |N   |50377583|1  |M162577     |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15126              |CNTR, HOPPER                            |   500.000 |PC |   1|M  |    |    |
|08472   |N   |50377583|1  |M162577     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5010080         |DIE, PROG For M162577/M162578           |     1.000 |PC | 100|E  |    |    |
|08472   |N   |50377583|1  |M162577     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3004336          |CHECKING FIXTURE                        |     1.000 |PC | 300|E  |    |    |
|08472   |N   |50377583|1  |M162577     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01013901 ZOS 000 00 |OMS M162577 (4727) Holes                |     1.000 |PC | 510|D  |    |    |
|08472   |N   |50377583|1  |M162577     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01014182 ZOS 000 00 |OMS FOR GAGE 3004336                    |     1.000 |%  | 520|D  |    |    |
|08472   |N   |50377583|1  |M162577     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01017472 ZMD 000 00 |MDS for M162577 op. 0100                |     1.000 |%  | 500|D  |    |    |
|08472   |N   |50377583|1  |M162577     |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01017521 ZOS 000 00 |OMS-M162577/578                         |     1.000 |PC | 530|D  |    |    |
|08472   |N   |50377583|1  |M162577     |0100|11/03/2014|12/31/9999|AI3735MXPROD|RCG25                 |RETURNABLE CONTAINER 30X32X25           |   250.000 |PC |  15|M  |    |    |
|04035   |N   |50377590|1  |H213532HX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5012595         |DIE, COMB'N For H213532HX1              |     1.000 |PC | 100|E  |    |    |
|04035   |N   |50377590|1  |H213532HX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3005154          |TEMPLATE STEEL                          |     1.000 |PC | 320|E  |    |    |
|04035   |N   |50377590|1  |H213532HX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01017158 ZMD 000 00 |MDS for H213532hx1 Oper. 0100           |     1.000 |%  | 500|D  |    |    |
|04035   |N   |50377590|1  |H213532HX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD31000              |RACK, 5 1/2 TIER STD8 POST              |   200.000 |PC |   4|M  |    |    |
|04035   |N   |50377590|1  |H213532HX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|IMD15133              |CNTR, STACK RACK (SMALL) 48 X 36        |   200.000 |PC |   1|M  |    |    |
|07001   |N   |50377590|1  |H213532HX1  |0200|11/03/2014|12/31/9999|AI3735MXPROD|IMD31000              |RACK, 5 1/2 TIER STD8 POST              |    70.000 |PC |   1|M  |    |    |
|07001   |N   |50377590|1  |H213532HX1  |0200|11/03/2014|12/31/9999|AI3735MXPROD|IMD31000              |RACK, 5 1/2 TIER STD8 POST              |    70.000 |PC |   4|M  |    |    |
|07001   |N   |50377590|1  |H213532HX1  |0200|11/03/2014|12/31/9999|AI3735MXPROD|MX01017219 ZMD 000 00 |MDS for H213532hx1 Oper. 0200           |     1.000 |%  | 500|D  |    |    |
|07001   |N   |50377590|1  |H213532HX1  |0200|11/03/2014|12/31/9999|AI3735MXPROD|IMD15534              |. PROTRACTOR,DIGITL                     |     1.000 |PC |3000|M  |    |    |
|07001   |N   |50377590|1  |H213532HX1  |0200|11/03/2014|12/31/9999|AI3735MXPROD|IMD15536              |. 6" CALIPER,DIGITL W/SPC OUTPUT        |     1.000 |PC |3010|M  |    |    |
|07001   |N   |50377590|1  |H213532HX1  |0200|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5012643         |Press Brake Punch - 3.86 Long w/.23R.   |     1.000 |PC | 100|E  |    |    |
|07001   |N   |50377590|1  |H213532HX1  |0200|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5011093         |Gooseneck Punch .09R. x 4 Long          |     1.000 |PC | 100|E  |    |    |
|07001   |N   |50377590|1  |H213532HX1  |0200|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5012655         |V' Die for Brake - 3.96 Long            |     1.000 |PC | 100|E  |    |    |
|07001   |N   |50377590|1  |H213532HX1  |0200|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3005153          |TEMPLATE STEEL                          |     1.000 |PC |3020|E  |    |    |
|07001   |N   |50377590|1  |H213532HX1  |0150|11/03/2014|12/31/9999|AI3735MXPROD|IMD15133              |CNTR, STACK RACK (SMALL) 48 X 36        |    70.000 |PC |   1|M  |    |    |
|07001   |N   |50377590|1  |H213532HX1  |0150|11/03/2014|12/31/9999|AI3735MXPROD|IMD15133              |CNTR, STACK RACK (SMALL) 48 X 36        |    70.000 |PC |   4|M  |    |    |
|07001   |N   |50377590|1  |H213532HX1  |0150|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5004184         |PCH,STD BRAKE                           |     1.000 |PC | 100|E  |    |    |
|07001   |N   |50377590|1  |H213532HX1  |0150|11/03/2014|12/31/9999|AI3735MXPROD|IMD15534              |. PROTRACTOR,DIGITL                     |     1.000 |PC |3000|M  |    |    |
|07001   |N   |50377590|1  |H213532HX1  |0150|11/03/2014|12/31/9999|AI3735MXPROD|IMD15536              |. 6" CALIPER,DIGITL W/SPC OUTPUT        |     1.000 |PC |3010|M  |    |    |
|07001   |N   |50377590|1  |H213532HX1  |0150|11/03/2014|12/31/9999|AI3735MXPROD|MX01017218 ZMD 000 00 |MDS for H213532hx1 Oper. 0150           |     1.000 |%  | 500|D  |    |    |
|07001   |N   |50377590|1  |H213532HX1  |0150|11/03/2014|12/31/9999|AI3735MXPROD|MXGT-3005153          |TEMPLATE STEEL                          |     1.000 |PC |3020|E  |    |    |
|07001   |N   |50377590|1  |H213532HX1  |0150|11/03/2014|12/31/9999|AI3735MXPROD|MX01018728 ZOS 000 00 |OMS H213532HX1 SET UP (1 OF 2 )         |     1.000 |PC | 500|D  |    |    |
|07001   |N   |50377590|1  |H213532HX1  |0150|11/03/2014|12/31/9999|AI3735MXPROD|MX01018729 ZOS 000 00 |OMS H213532HX1 SET UP (2 OF 2)          |     1.000 |PC | 500|D  |    |    |
|04390   |N   |50377591|1  |H224462HX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01T-5012596         |DIE, COMB'N For H224462HX1              |     1.000 |PC | 100|E  |    |    |
|04390   |N   |50377591|1  |H224462HX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|MX01017160 ZMD 000 00 |MDS for H224462hx1 Oper. 0100           |     1.000 |%  | 500|D  |    |    |
|04390   |N   |50377591|1  |H224462HX1  |0100|11/03/2014|12/31/9999|AI3735MXPROD|RCG25                 |RETURNABLE CONTAINER 30X32X25           |    50.000 |PC |   1|M  |    |    |
